_id,order_id,customer_id,product,category,quantity,price,order_date
831,1534,777,343,1,1,68,110
832,476,414,589,5,3,296,210
833,4908,365,105,2,4,435,157
834,3401,883,376,3,1,211,2
835,241,304,474,3,4,41,342
836,35,253,714,2,3,452,106
837,506,67,413,2,1,171,47
838,2004,792,845,0,4,264,353
839,1801,582,865,4,1,263,41
840,615,907,138,3,3,18,267
841,3418,445,133,5,4,474,355
842,1939,509,733,6,1,148,329
843,265,39,257,3,3,489,317
844,204,708,104,4,1,19,152
845,2920,20,820,6,1,223,121
846,904,661,246,5,2,282,151
847,171,329,354,5,2,333,208
848,1,153,941,5,3,57,309
849,1625,347,699,0,2,445,354
850,880,931,493,4,3,120,323
851,1099,592,739,3,2,162,224
852,4569,683,554,0,1,132,190
853,323,739,754,1,3,414,210
854,4747,770,11,5,3,366,92
855,3107,215,510,2,1,111,150
856,1488,865,900,4,3,250,299
857,3746,783,965,5,3,330,219
858,4016,153,702,4,2,200,280
859,4089,207,31,2,3,226,226
860,2665,197,907,5,4,60,313
861,3825,163,852,3,1,301,132
862,1548,75,827,4,2,90,188
863,3582,779,873,5,2,498,215
864,1062,561,193,5,4,392,229
865,2573,613,175,4,1,97,255
866,531,89,46,2,1,203,91
867,2763,279,424,6,2,113,27
868,1287,594,32,4,3,280,329
869,4907,346,502,1,2,105,77
870,3221,670,932,3,1,432,102
871,518,627,594,2,4,388,59
872,4704,354,813,6,2,207,218
873,3707,504,921,0,1,10,63
874,3431,98,573,0,2,416,27
875,3619,315,661,3,3,387,184
876,4744,677,273,3,2,176,266
877,235,105,581,0,2,135,319
878,3590,908,141,4,1,322,31
879,317,518,565,6,1,90,271
880,4288,943,538,1,1,427,233
881,4345,864,477,5,2,260,341
882,4833,200,356,6,3,178,330
883,2459,175,576,1,4,486,301
884,840,85,593,2,4,82,69
885,2695,84,458,1,1,150,342
886,3213,724,96,3,1,79,175
887,4562,775,920,6,2,271,101
888,1870,438,921,5,4,349,360
889,2258,417,379,6,1,317,358
890,4328,537,166,1,3,254,286
891,468,567,870,5,3,12,332
892,2527,28,868,1,1,346,338
893,4513,447,894,0,1,72,24
894,3308,491,932,6,4,58,271
895,4331,946,373,5,4,85,304
896,4084,107,831,1,2,377,360
897,3466,127,646,2,4,184,18
898,1429,742,889,5,3,118,40
899,271,961,172,4,3,192,197
900,2888,244,808,3,1,201,247
901,735,651,304,5,4,74,79
902,3342,547,283,6,2,346,125
903,115,740,827,0,3,460,169
904,2985,94,396,3,3,483,108
905,1110,883,635,1,2,280,10
906,3500,110,132,1,2,109,242
907,3682,361,663,1,3,41,203
908,510,680,488,6,3,361,292
909,1038,804,285,1,2,137,250
910,1033,703,242,0,3,461,365
911,151,102,110,1,1,411,252
912,768,456,37,2,1,378,306
913,125,262,810,3,2,348,333
914,1228,357,960,6,4,52,312
915,200,129,382,5,2,381,76
916,3186,137,0,2,2,428,158
917,4353,469,237,2,4,497,155
918,225,413,731,2,4,87,170
919,4714,341,370,6,4,323,2
920,4150,729,907,2,1,298,36
921,420,928,256,2,3,279,31
922,1034,524,286,3,1,171,40
923,2148,481,942,5,3,198,321
924,3260,578,855,3,1,256,143
925,1313,957,464,0,3,397,31
926,4047,440,49,5,1,225,150
927,1133,356,349,2,4,324,102
928,226,399,693,6,2,422,245
929,2223,67,7,0,1,348,327
930,166,666,963,2,3,399,280
931,4715,296,694,6,4,386,94
932,3165,661,438,1,1,490,265
933,575,43,150,4,1,442,158
934,3544,80,410,4,4,177,89
935,446,27,80,0,1,348,114
936,4654,121,260,6,2,202,246
937,424,926,445,3,1,462,186
938,1594,685,759,3,2,292,205
939,1119,254,152,5,2,345,347
940,4850,402,518,1,4,399,215
941,4229,416,823,5,1,497,55
942,634,263,697,1,4,22,13
943,4754,452,145,4,1,249,262
944,638,660,741,6,1,329,324
945,1810,529,715,4,3,455,286
946,4697,880,567,1,1,492,257
947,3744,627,33,5,4,156,148
948,1975,50,512,6,2,213,260
949,3701,141,477,3,1,89,43
950,2335,612,926,6,3,388,138
951,449,268,246,0,4,52,33
952,1970,496,329,1,1,467,141
953,1693,487,258,1,4,98,52
954,675,635,209,1,3,157,142
955,643,451,818,6,3,104,306
956,4678,418,179,5,4,461,220
957,3179,29,141,3,1,437,328
958,2975,539,773,5,2,160,155
959,322,134,661,2,3,11,334
960,4873,509,280,2,1,385,124
961,2159,149,944,1,1,31,227
962,757,325,910,1,2,380,224
963,120,533,311,1,3,322,17
964,3893,856,343,6,3,494,342
965,2142,356,495,3,1,337,68
966,3003,322,883,3,1,16,44
967,39,151,477,1,2,215,101
968,3488,871,941,6,2,449,333
969,73,599,323,3,3,384,63
970,1492,314,664,6,4,460,325
971,2870,681,172,4,3,123,117
972,3844,544,304,6,1,281,331
973,2715,775,893,1,3,92,74
974,377,884,68,4,4,188,17
975,528,168,208,5,2,219,195
976,1524,994,376,4,4,473,45
977,4180,111,4,5,4,337,89
978,1470,415,503,0,4,133,90
979,3784,352,830,5,2,490,83
980,3769,315,168,1,4,122,352
981,18,9,758,1,4,21,173
982,2089,321,31,5,4,135,330
983,3270,749,907,3,1,62,12
984,1117,913,845,2,4,340,309
985,3977,352,687,4,2,398,193
986,368,494,947,5,4,292,321
987,3850,737,167,2,4,149,220
988,4045,576,83,1,2,410,36
989,592,11,912,1,4,399,280
990,917,604,346,0,2,106,125
991,2190,914,952,0,4,14,363
992,3066,815,594,5,2,66,355
993,3387,347,775,3,4,421,168
994,3400,602,865,5,4,343,3
995,3644,182,491,4,1,78,31
996,4489,857,300,0,1,127,177
997,1105,299,182,2,4,385,292
998,2729,826,250,3,4,68,322
999,2103,508,836,0,3,42,252
1000,976,850,207,5,2,327,303
1001,3072,831,341,4,3,59,343
1002,3736,565,48,4,1,377,200
1003,416,182,63,3,1,498,159
1004,2323,15,182,4,1,28,159
1005,3896,980,387,6,1,223,142
1006,2711,741,167,6,4,206,228
1007,2762,224,731,4,1,388,23
1008,1608,634,538,4,4,459,190
1009,4215,77,676,4,4,487,276
1010,2603,637,836,6,1,56,123
1011,1100,237,466,5,1,176,318
1012,2064,241,903,6,2,461,148
1013,854,756,894,0,3,298,256
1014,4712,562,321,0,1,150,200
1015,4528,185,176,3,2,93,227
1016,2701,55,99,6,2,191,230
1017,1455,741,510,2,3,400,365
1018,3578,331,390,2,4,88,281
1019,3777,516,947,4,1,224,17
1020,1618,569,631,0,3,23,234
1021,3708,210,742,5,1,224,144
1022,4564,656,77,6,2,412,122
1023,2869,20,92,6,2,137,193
1024,2354,505,71,4,4,319,222
1025,2756,811,632,4,2,486,292
1026,2556,820,756,0,2,257,260
1027,1012,343,482,5,3,413,164
1028,4040,561,206,1,1,38,144
1029,535,724,961,0,1,289,134
1030,2676,479,180,3,3,347,63
1031,3676,115,29,2,4,328,10
1032,785,43,797,5,1,211,226
1033,3203,162,829,2,2,370,272
1034,1207,262,962,6,1,66,6
1035,1350,946,765,5,2,401,117
1036,2422,441,712,0,4,227,355
1037,475,150,934,5,3,71,19
1038,4652,647,211,6,1,166,211
1039,4296,86,306,1,3,211,69
1040,1477,749,787,6,1,26,198
1041,1148,26,555,4,2,331,257
1042,332,916,399,6,3,15,187
1043,4502,633,25,3,1,67,328
1044,339,155,882,1,2,334,81
1045,3835,367,124,6,3,421,91
1046,2198,535,262,2,3,327,201
1047,4819,310,757,3,1,178,185
1048,2481,48,138,4,1,462,90
1049,2748,291,376,0,1,91,160
1050,3335,400,796,1,2,483,161
1051,1695,993,956,5,1,477,155
1052,266,496,381,2,3,434,176
1053,4945,146,20,6,3,442,112
1054,950,86,185,6,1,228,150
1055,4615,567,342,1,1,186,316
1056,2609,93,337,1,4,213,102
1057,701,632,83,3,3,80,196
1058,832,787,413,2,2,396,268
1059,2427,255,863,2,4,275,6
1060,1582,157,770,6,1,107,332
1061,2505,174,739,2,1,354,197
1062,2005,424,537,6,3,300,325
1063,2290,31,286,3,1,217,38
1064,36,605,118,2,2,11,110
1065,4861,926,231,3,3,133,55
1066,3194,833,329,5,1,289,17
1067,252,187,934,3,3,83,42
1068,4501,243,423,4,1,175,171
1069,670,45,79,0,1,31,200
1070,3903,96,279,2,1,163,360
1071,60,730,696,4,2,436,308
1072,2765,788,58,4,2,448,163
1073,4214,721,633,6,3,304,220
1074,708,718,696,5,1,228,134
1075,3602,321,711,1,1,166,167
1076,4275,30,295,5,2,239,143
1077,4497,98,371,0,1,29,134
1078,3060,353,269,3,2,484,199
1079,997,553,829,0,1,50,55
1080,2989,40,890,3,3,447,252
1081,3636,765,674,2,1,157,228
1082,3347,219,494,4,1,117,191
1083,4104,411,43,5,4,412,320
1084,2072,934,778,1,2,93,63
1085,4486,802,364,5,1,492,102
1086,2291,989,102,2,1,376,225
1087,124,644,499,6,4,331,104
1088,1127,446,192,5,4,423,2
1089,936,984,943,1,2,318,30
1090,2425,822,620,1,4,299,245
1091,3295,339,63,4,3,415,106
1092,3454,371,696,4,4,332,122
1093,3745,113,263,2,3,143,220
1094,1263,369,960,6,2,216,214
1095,2495,576,940,4,2,292,147
1096,100,981,127,0,2,275,319
1097,4479,947,348,6,2,82,202
1098,967,210,771,0,2,490,182
1099,2581,274,597,3,3,361,127
1100,2690,154,121,4,3,57,23
1101,591,988,106,3,2,335,110
1102,2071,108,258,5,4,242,173
1103,1584,844,906,3,1,452,111
1104,3045,440,786,2,2,109,53
1105,224,301,614,6,4,68,142
1106,817,507,164,1,1,267,223
1107,4987,945,772,6,2,422,213
1108,2174,899,166,2,2,461,39
1109,1200,526,102,6,3,74,68
1110,3828,794,695,2,1,92,258
1111,2146,257,843,0,1,163,95
1112,4920,89,423,2,4,482,250
1113,4541,862,878,0,3,275,35
1114,3071,114,224,2,3,318,303
1115,136,901,771,4,3,88,83
1116,2524,262,361,0,3,324,239
1117,2304,704,571,5,1,159,254
1118,4727,39,537,1,1,444,163
1119,4990,21,583,3,2,57,204
1120,509,186,234,6,2,414,164
1121,296,688,290,6,3,388,338
1122,1142,601,387,6,3,257,95
1123,3874,116,934,0,3,287,253
1124,4854,574,28,3,2,365,244
1125,1132,423,533,5,4,107,363
1126,4662,168,921,2,4,423,250
1127,2297,268,233,0,2,34,127
1128,914,782,528,2,2,293,271
1129,846,429,890,1,2,458,190
1130,4106,633,75,6,2,378,168
1131,3586,325,618,3,2,310,154
1132,2049,270,910,2,2,77,87
1133,2393,796,568,4,3,16,320
1134,2407,321,707,1,3,314,142
1135,4431,550,124,6,3,146,76
1136,1546,132,336,4,3,173,50
1137,3617,173,541,0,2,92,128
1138,4139,700,947,0,4,394,241
1139,3472,98,266,0,1,147,272
1140,3633,808,601,4,2,429,341
1141,2331,963,45,5,1,82,131
1142,1583,764,769,5,4,246,208
1143,153,986,97,6,3,55,166
1144,461,191,755,4,4,115,245
1145,4580,786,68,5,2,425,301
1146,2777,304,806,4,3,297,292
1147,1913,153,61,2,2,271,328
1148,63,391,806,5,3,185,326
1149,2339,472,443,4,1,175,88
1150,3931,151,300,0,1,154,61
1151,2295,182,684,1,1,339,341
1152,3742,322,31,6,4,379,274
1153,608,856,747,1,2,292,18
1154,2278,305,708,5,4,63,36
1155,800,437,880,1,1,187,120
1156,2720,303,671,3,2,428,56
1157,1111,815,533,3,1,253,260
1158,4565,134,765,1,4,350,352
1159,123,689,528,0,4,136,314
1160,4133,890,591,6,4,418,315
1161,2886,663,653,6,1,421,238
1162,3765,13,902,4,2,376,183
1163,4063,56,461,1,2,280,283
1164,776,776,66,0,1,141,156
1165,4219,27,749,1,2,102,132
1166,4865,489,158,1,1,388,364
1167,1440,410,731,4,2,82,171
1168,742,27,570,4,3,420,309
1169,3398,886,67,0,3,419,241
1170,481,734,943,3,4,412,206
1171,3080,471,233,5,3,257,97
1172,4111,580,138,3,3,357,213
1173,3340,26,792,4,3,282,17
1174,823,220,724,4,1,52,0
1175,1660,234,899,0,3,386,46
1176,2026,885,960,4,3,50,268
1177,2635,921,649,6,4,179,172
1178,1767,336,296,4,3,443,328
1179,2530,676,171,4,3,221,275
1180,2375,745,312,0,2,177,279
1181,2270,731,264,0,4,48,19
1182,942,272,536,0,4,378,181
1183,4523,30,588,4,4,254,276
1184,4668,245,23,2,4,160,50
1185,3415,135,620,2,4,120,290
1186,2928,54,838,1,4,489,19
1187,2306,366,201,6,1,445,147
1188,3820,588,475,2,3,56,54
1189,4596,985,910,3,4,72,66
1190,4151,442,730,6,3,234,361
1191,1971,716,127,6,3,375,247
1192,3683,595,467,6,1,78,321
1193,3051,214,246,6,4,308,210
1194,1139,314,53,1,2,441,248
1195,562,560,140,5,1,299,207
1196,3140,786,446,0,2,305,337
1197,215,128,828,4,3,212,343
1198,2572,443,772,0,3,70,179
1199,4924,662,69,2,1,443,204
1200,710,310,406,0,1,460,87
1201,4738,150,936,3,2,327,101
1202,713,751,525,0,4,323,9
1203,2118,197,275,5,2,170,115
1204,611,178,867,4,1,340,104
1205,2127,445,722,4,2,25,196
1206,4876,422,704,5,1,347,60
1207,2926,973,345,5,2,103,111
1208,732,341,467,5,1,313,26
1209,1185,263,724,0,1,147,264
1210,3925,717,456,3,1,347,205
1211,1339,37,666,1,4,47,292
1212,2761,675,482,0,2,136,303
1213,3735,128,224,1,2,284,288
1214,3545,247,818,6,2,173,223
1215,4852,703,736,2,1,452,1
1216,3750,446,625,4,2,328,303
1217,4517,583,203,0,2,86,341
1218,1410,630,305,0,1,183,81
1219,283,338,745,2,3,396,274
1220,3894,581,236,0,1,467,18
1221,2571,188,753,1,2,367,20
1222,4334,991,965,0,1,330,27
1223,1151,532,413,6,3,385,269
1224,3597,622,533,5,1,100,155
1225,2626,119,602,0,2,247,319
1226,4485,559,48,4,3,273,182
1227,1520,378,129,1,4,188,51
1228,2644,905,621,4,2,499,1
1229,4672,846,832,6,3,218,365
1230,1498,429,46,2,3,82,176
1231,365,417,37,6,4,399,165
1232,1805,681,318,0,1,116,326
1233,74,965,383,1,1,354,97
1234,1784,22,847,2,2,304,66
1235,2157,825,738,4,4,378,93
1236,3943,816,823,3,1,453,270
1237,472,982,470,5,4,293,82
1238,4291,832,916,2,1,362,70
1239,1847,957,876,0,3,191,95
1240,4413,548,85,4,1,46,339
1241,944,161,663,0,4,146,142
1242,3144,448,303,6,3,347,221
1243,4103,176,263,1,3,65,55
1244,2423,664,496,6,3,196,346
1245,4916,293,648,2,4,350,351
1246,4473,172,389,0,2,267,150
1247,2254,34,224,4,2,454,308
1248,4087,415,799,0,2,67,170
1249,2586,441,555,3,4,372,174
1250,451,52,527,2,3,132,353
1251,3517,41,654,4,2,197,49
1252,4160,408,900,2,4,239,282
1253,1723,394,948,0,2,177,140
1254,1322,751,796,6,1,429,131
1255,3467,374,732,4,2,123,300
1256,174,112,710,5,2,261,37
1257,2046,774,751,6,3,116,228
1258,2228,441,462,4,4,46,144
1259,2849,744,679,4,3,344,174
1260,3790,918,111,4,3,101,62
1261,3811,980,385,1,3,27,29
1262,4699,366,870,4,3,363,341
1263,2940,166,500,5,3,72,52
1264,2853,497,292,6,2,159,37
1265,214,108,282,3,3,148,303
1266,4703,750,131,5,3,195,156
1267,3951,859,391,3,4,194,258
1268,2582,64,392,6,1,214,120
1269,3460,843,840,0,2,269,349
1270,1460,617,964,1,2,223,285
1271,3386,56,502,1,2,265,290
1272,4294,359,455,1,3,144,82
1273,3913,688,945,3,3,70,276
1274,4533,841,64,5,3,372,113
1275,2165,77,138,2,4,319,271
1276,1210,435,231,1,1,97,333
1277,2240,864,650,3,3,333,197
1278,484,879,655,6,1,485,292
1279,2739,12,523,0,4,216,0
1280,1135,976,872,5,2,138,47
1281,850,873,796,1,3,320,291
1282,3730,556,105,4,1,12,261
1283,1076,158,0,5,1,471,234
1284,668,476,881,3,3,431,149
1285,2779,888,367,6,2,251,246
1286,584,380,284,6,2,130,286
1287,3881,285,497,2,2,394,233
1288,382,502,879,2,4,111,58
1289,4883,298,608,2,1,47,228
1290,4035,590,702,4,1,350,117
1291,2843,351,781,5,1,422,324
1292,1466,903,706,1,4,142,241
1293,890,543,779,5,1,211,277
1294,1144,568,335,2,4,357,293
1295,2682,234,865,4,2,30,191
1296,1726,477,800,6,3,251,106
1297,3740,828,199,0,1,464,346
1298,3257,212,393,2,1,460,130
1299,3361,951,182,6,2,118,31
1300,2552,376,949,3,3,312,265
1301,1558,291,934,5,4,93,113
1302,3929,489,438,4,3,92,324
1303,4633,941,742,0,2,300,326
1304,2381,992,320,2,2,461,340
1305,1797,628,190,4,3,78,91
1306,1399,719,712,0,4,138,113
1307,3609,288,282,3,4,205,106
1308,4181,685,15,3,1,149,117
1309,4646,191,405,5,4,453,43
1310,119,528,742,4,3,292,117
1311,4379,279,198,2,2,321,98
1312,801,836,762,6,1,243,74
1313,2966,691,762,6,1,32,24
1314,184,195,884,2,2,162,135
1315,1606,390,196,1,4,286,334
1316,4622,723,832,6,2,70,29
1317,163,738,402,2,4,328,12
1318,439,58,780,5,2,387,239
1319,2485,768,545,6,3,61,93
1320,4567,472,736,6,4,353,294
1321,2778,526,953,6,3,162,340
1322,3904,743,564,3,1,246,93
1323,561,620,669,2,2,320,15
1324,2246,26,81,1,1,311,287
1325,3245,799,911,5,1,41,313
1326,4522,784,291,0,1,64,2
1327,2015,810,385,5,1,361,9
1328,1688,299,151,5,2,398,294
1329,4433,130,184,5,1,45,162
1330,491,872,921,5,2,119,309
1331,662,237,678,5,2,499,135
1332,1872,854,284,3,3,186,268
1333,4488,566,257,3,4,371,259
1334,4083,936,33,1,4,323,37
1335,1871,468,344,2,2,304,190
1336,293,324,741,0,3,345,338
1337,555,854,407,4,2,106,123
1338,1631,860,616,3,2,378,131
1339,2738,679,858,4,2,222,130
1340,1974,191,29,6,3,326,268
1341,765,180,903,6,4,146,167
1342,722,571,431,1,3,15,14
1343,3313,241,616,2,1,118,128
1344,2636,363,348,3,3,44,296
1345,2804,250,963,0,3,48,146
1346,2967,801,648,3,3,159,283
1347,2037,882,541,0,3,434,61
1348,2055,357,225,0,4,127,63
1349,1833,982,181,2,1,270,29
1350,1566,717,405,2,4,435,115
1351,2962,691,601,0,4,96,211
1352,4079,37,384,4,3,474,328
1353,3353,196,888,4,2,85,68
1354,958,5,296,2,2,480,184
1355,3579,68,721,3,4,473,50
1356,1988,726,441,5,4,460,271
1357,865,130,661,1,3,423,248
1358,1424,699,251,1,4,322,351
1359,4372,702,561,4,3,392,302
1360,2433,810,239,2,2,223,222
1361,526,965,392,3,2,466,341
1362,4514,981,242,6,1,294,153
1363,1884,708,224,3,2,248,60
1364,4641,624,427,4,4,174,60
1365,1136,631,120,4,2,96,18
1366,3627,445,241,5,3,150,199
1367,2366,86,706,0,2,169,79
1368,1948,7,420,1,1,55,319
1369,3168,758,787,1,2,381,180
1370,4342,154,309,1,3,121,31
1371,48,590,837,4,3,416,78
1372,941,528,122,5,4,54,299
1373,3647,375,297,0,2,410,107
1374,2338,807,852,2,3,256,75
1375,1489,290,212,4,1,113,169
1376,3766,278,881,5,4,94,120
1377,272,768,909,4,1,459,203
1378,10,544,846,6,2,494,77
1379,3057,985,330,2,2,143,8
1380,19,785,423,2,2,117,154
1381,774,75,831,6,4,27,282
1382,660,845,605,5,3,103,5
1383,1647,72,36,3,4,159,131
1384,3810,738,723,2,1,255,245
1385,28,145,746,2,4,298,217
1386,1687,882,202,0,1,423,237
1387,4670,542,644,2,4,218,2
1388,4851,812,166,2,3,135,66
1389,1233,821,315,0,1,244,301
1390,3088,180,351,3,2,425,190
1391,623,568,931,1,2,435,176
1392,2579,155,359,1,4,471,11
1393,4487,344,739,2,2,131,73
1394,1802,416,723,3,1,147,6
1395,1837,547,29,4,2,124,234
1396,471,842,495,0,3,429,56
1397,3134,185,345,0,3,171,287
1398,4649,181,370,6,4,210,28
1399,4094,348,449,3,1,243,139
1400,3953,361,578,5,3,37,204
1401,1861,809,289,0,3,20,188
1402,3814,697,835,4,1,215,363
1403,3463,221,679,6,2,176,320
1404,1758,470,270,1,2,256,301
1405,658,487,515,1,4,56,86
1406,4937,132,412,3,2,255,27
1407,2789,950,898,1,1,136,361
1408,4350,370,576,3,3,156,199
1409,4336,424,631,0,2,127,299
1410,672,658,728,3,4,408,193
1411,3849,386,768,0,2,391,218
1412,2340,33,593,6,1,421,51
1413,1906,684,176,3,4,161,122
1414,2341,403,286,3,2,81,250
1415,3771,253,386,0,4,372,151
1416,1893,926,443,3,1,146,241
1417,3379,586,414,5,3,184,13
1418,4516,532,895,5,1,298,79
1419,779,747,833,5,1,455,118
1420,2319,121,752,3,1,490,228
1421,3129,514,929,1,1,28,142
1422,3775,976,312,4,3,204,89
1423,399,38,571,5,3,339,150
1424,1729,888,735,0,4,433,7
1425,2209,811,839,2,2,184,206
1426,1788,799,0,2,3,499,14
1427,231,133,142,0,3,458,98
1428,3095,232,429,0,2,422,124
1429,2233,241,39,0,3,443,275
1430,3317,99,891,3,1,363,270
1431,3726,505,412,4,1,150,266
1432,3532,201,626,5,2,255,121
1433,1223,904,185,0,4,394,196
1434,1786,15,949,3,4,427,112
1435,4453,457,487,0,2,102,144
1436,4464,501,823,1,2,441,296
1437,3794,325,725,4,1,248,46
1438,2518,257,753,1,4,214,69
1439,1621,74,85,1,3,57,85
1440,2141,158,474,0,1,442,74
1441,4406,615,60,2,2,254,87
1442,536,658,289,5,4,329,85
1443,1958,241,923,6,3,326,177
1444,1885,4,369,3,3,422,186
1445,3284,679,747,1,1,304,244
1446,549,933,500,0,4,137,230
1447,4792,858,421,1,4,353,267
1448,340,289,647,3,2,291,48
1449,4724,868,811,4,4,26,165
1450,2136,837,132,3,4,80,361
1451,1658,678,711,6,1,278,312
1452,1406,974,899,3,4,334,28
1453,3155,956,462,5,3,291,19
1454,4052,456,281,2,1,314,18
1455,4764,248,274,1,1,460,96
1456,3944,882,426,2,2,16,235
1457,1879,913,53,6,4,323,305
1458,4121,623,598,4,2,314,12
1459,3995,556,217,6,3,112,176
1460,1770,74,843,1,1,318,195
1461,3177,22,410,2,1,202,322
1462,1505,973,950,4,1,250,223
1463,2028,401,291,0,3,71,32
1464,1754,826,405,5,3,26,266
1465,905,748,419,4,2,180,220
1466,2872,430,468,2,2,34,252
1467,892,77,762,3,2,260,279
1468,3949,286,385,1,4,262,254
1469,3773,1,934,5,1,396,185
1470,486,488,910,2,1,216,243
1471,1385,219,730,0,2,38,229
1472,891,251,527,5,1,126,218
1473,677,942,835,4,2,425,349
1474,4210,17,728,2,4,291,95
1475,3594,72,219,3,4,389,18
1476,4332,923,867,3,3,153,155
1477,2812,517,386,0,4,34,78
1478,2274,800,242,3,2,319,31
1479,3300,729,762,3,4,165,309
1480,2362,228,135,6,3,82,237
1481,777,396,159,1,1,129,8
1482,3868,394,824,0,2,321,53
1483,2542,362,618,5,1,330,159
1484,4397,329,492,2,3,102,97
1485,4461,794,170,3,3,95,254
1486,3120,111,425,6,3,345,133
1487,1853,133,847,1,1,434,343
1488,2329,364,4,3,1,373,351
1489,3189,810,651,0,1,444,137
1490,1510,201,92,0,1,127,342
1491,1026,22,797,3,3,242,233
1492,3963,841,498,4,3,208,361
1493,3061,236,508,0,2,215,87
1494,4432,600,124,2,2,422,36
1495,4782,778,947,5,1,348,238
1496,2787,319,687,4,4,156,83
1497,626,640,658,4,4,459,70
1498,3352,230,894,5,3,434,43
1499,1380,348,323,3,3,438,250
1500,2650,27,747,3,3,280,202
1501,2996,281,887,6,2,396,359
1502,3498,447,945,2,2,148,330
1503,738,770,614,6,3,190,239
1504,4307,856,197,3,3,439,68
1505,4611,379,888,6,3,39,11
1506,4915,395,794,4,4,66,347
1507,2296,156,833,4,2,241,227
1508,4581,482,801,6,4,155,325
1509,1060,566,69,0,4,444,276
1510,4956,480,587,4,3,393,218
1511,2497,518,422,5,3,57,101
1512,813,255,452,0,1,203,330
1513,1689,189,76,3,1,233,138
1514,1554,172,502,3,4,145,313
1515,3718,468,601,6,2,31,61
1516,2673,413,947,6,3,15,259
1517,4620,716,824,3,3,213,194
1518,1990,758,617,3,4,248,208
1519,3577,793,801,6,1,194,108
1520,3599,972,21,2,2,369,68
1521,3584,12,387,0,1,301,55
1522,114,914,212,0,1,344,118
1523,590,484,792,2,1,229,22
1524,4695,527,285,4,1,125,64
1525,507,154,102,4,3,322,52
1526,692,957,792,5,3,58,6
1527,581,449,209,1,1,182,120
1528,4929,364,569,4,2,91,148
1529,2641,49,20,0,4,331,339
1530,1946,342,55,3,2,342,57
1531,4265,363,146,4,2,54,365
1532,2691,317,261,6,2,344,315
1533,2125,935,345,4,1,29,253
1534,1894,149,670,2,3,457,232
1535,1370,524,74,3,2,230,15
1536,2272,637,583,5,1,132,172
1537,908,238,959,5,2,243,299
1538,3635,639,57,5,2,230,339
1539,312,786,103,4,1,332,304
1540,4170,215,11,6,3,348,109
1541,1486,189,454,5,3,12,299
1542,4169,406,470,0,4,191,17
1543,1203,102,8,6,1,215,311
1544,3422,220,766,5,4,329,359
1545,3403,145,71,6,4,49,39
1546,3016,889,760,5,4,68,295
1547,106,970,527,0,3,448,103
1548,2991,42,465,6,1,71,340
1549,714,565,757,2,4,141,87
1550,2873,276,402,3,1,69,216
1551,1333,795,198,2,1,381,268
1552,1627,231,959,0,3,340,163
1553,2200,886,846,0,4,131,1
1554,3394,219,403,3,4,488,305
1555,2486,919,524,6,1,116,321
1556,1761,503,284,2,2,105,365
1557,4787,469,876,3,3,356,130
1558,2039,56,418,5,3,423,212
1559,480,624,769,1,3,244,174
1560,2460,699,557,5,3,395,219
1561,4108,309,4,6,4,71,10
1562,1168,600,250,1,4,265,162
1563,1764,573,120,0,2,58,59
1564,3484,860,39,5,3,402,294
1565,3326,982,690,2,3,357,59
1566,2333,246,327,1,1,168,49
1567,2085,452,537,5,4,133,301
1568,1529,35,533,6,3,491,76
1569,3382,586,463,4,2,326,144
1570,4845,235,316,1,2,216,335
1571,4266,715,96,3,4,57,115
1572,2047,507,911,6,2,418,256
1573,371,598,51,0,2,429,170
1574,3759,590,129,6,4,145,199
1575,1839,513,642,0,3,210,144
1576,3243,268,591,2,3,259,203
1577,1227,429,270,5,2,323,43
1578,391,120,421,5,2,366,323
1579,2115,897,734,3,3,377,129
1580,1118,468,688,5,4,438,169
1581,4758,799,20,5,2,327,317
1582,849,78,592,3,1,304,113
1583,3933,124,259,3,4,489,23
1584,3826,79,961,4,2,323,81
1585,3685,49,923,0,2,218,216
1586,926,746,143,4,1,364,244
1587,3979,800,412,3,1,494,175
1588,1053,242,826,0,3,220,6
1589,2187,112,528,6,4,201,11
1590,3178,946,584,0,4,53,273
1591,17,226,823,1,3,38,363
1592,925,102,501,6,4,68,199
1593,3038,68,438,0,4,80,68
1594,4963,142,396,1,4,101,197
1595,4743,719,624,0,4,274,72
1596,1056,520,779,1,4,392,205
1597,2951,323,570,2,1,229,77
1598,1918,827,579,0,4,399,189
1599,54,464,117,6,1,422,195
1600,2025,150,92,4,4,451,137
1601,2885,935,626,1,3,410,89
1602,2826,969,389,1,2,409,303
1603,4888,351,214,0,1,224,249
1604,2255,467,864,0,4,488,91
1605,1897,106,120,1,3,396,73
1606,1718,443,842,3,2,286,274
1607,1889,985,396,5,1,73,215
1608,4377,573,216,0,2,355,318
1609,1920,505,30,0,3,301,296
1610,552,298,620,2,1,499,89
1611,945,248,681,5,2,494,284
1612,2302,787,527,4,4,254,250
1613,614,401,663,0,1,479,255
1614,4900,441,950,0,2,71,75
1615,4226,302,240,0,3,435,192
1616,682,688,39,5,3,341,68
1617,1722,436,831,2,1,179,275
1618,4206,603,191,6,2,454,347
1619,2285,800,895,6,1,278,112
1620,2056,832,516,1,1,276,147
1621,4454,851,871,1,2,63,81
1622,4702,510,517,3,2,25,148
1623,2062,127,545,3,4,17,129
1624,2450,832,909,0,2,113,52
1625,639,667,656,2,3,68,272
